id,description_feature_1,description_feature_2,description_feature_3
950118022350725801,Central location, Modern apartment, Near local markets  
950518710906144955,Family-friendly, Quiet area, Near cultural attractions  
950628113293360636,Suitable for solo travelers, Near major landmarks, Good natural lighting  
947858172147696401,Good natural lighting, Scenic walking routes nearby, Unique architectural design  
947961907075168842,Central location, Quiet area, Close to restaurants and cafes  
947985383407006492,Spacious living areas, Near public transportation, Charming old-town vibe  
948237399343682666,Luxury apartment, Historic neighborhood, Close to restaurants and cafes
948262557163570497,Luxury apartment, Central location, Perfect for extended stays  
948275718347108992,Suitable for solo travelers, Near public transportation, Close to restaurants and cafes  
948373598443887423,Near major landmarks, Central location, Cozy atmosphere  
948388496065063331,Central location, Fully equipped kitchen, Quiet area  
948398658448853664,Modern apartment, Close to restaurants and cafes, Near cultural attractions  
948439111931463044,Luxury apartment, Perfect for extended stays, Unique architectural design  
950747756305096169,Central location, Ideal for couples, Close to restaurants and cafes  
950751713620024378,Suitable for solo travelers, Central location, Quiet area  
951239896637595549,Family-friendly, Stylish and modern decor, Close to health and wellness facilities  
951288940649046196,Modern apartment, Central location, Fully equipped kitchen
951408034737438401,Central location, Close to restaurants and cafes, Near cultural attractions  
951487611754653056,none,,
948446255136397393,Central location, Close to restaurants and cafes, Near cultural attractions  
948481728714397895,Suitable for solo travelers, Quiet area, Near parks or green spaces  
948495927189208543,Unique architectural design, Pet-friendly, Spacious living areas  
957721972168425856,Perfect for extended stays, Fully furnished, Ideal for couples  
957736218214654743,Central location, Panoramic city views, Cozy atmosphere  
957737228216947583,Central location, Near public transportation, Close to restaurants and cafes  
957739863622564031,Central location, Modern apartment, Near public transportation  
957739929152506942,Central location, Near cultural attractions, Close to restaurants and cafes  
951626782249289175,Quiet area, Central location, Cozy atmosphere
951869922261192124,Central location, Near public transportation, Close to restaurants and cafes  
951905649645782530,Central location, Near public transportation, Fully equipped kitchen  
957740010763827854,Central location, Near public transportation, Close to local markets  
957740248455148875,Central location, Family-friendly, Close to restaurants and cafes  
957751670421311964,Stylish and modern decor, Good natural lighting, Luxury apartment  
957753688253548195,Stylish and modern decor, Good natural lighting, Luxury apartment  
957757280268086223,Near public transportation, Ideal for couples, Remote work setup  
957757516329661183,Central location, Unique architectural design, Close to local markets  
957760053909775261,Compact and efficient studio, Good natural lighting, Includes high-speed WiFi  
957762027818090371,Central location, Near public transportation, Close to restaurants and cafes
952042915047264917,Central location, Spacious living areas, Good natural lighting  
952055409999207280,Modern apartment, Central location, Recently renovated  
952179561973672744,Luxury apartment, Private entrance, Near public transportation  
957764918093684696,Central location, Close to cultural attractions, Good natural lighting  
957770996291473453,Central location, Family-friendly, Recently renovated  
957795152378221861,Central location, Near cultural attractions, Modern apartment  
957840846229984470,Unique architectural design, Cozy atmosphere, Includes high-speed WiFi  
957846743312024071,Cozy atmosphere, Good natural lighting, Includes high-speed WiFi  
957870173191303884,Central location, Compact and efficient studio, Recently renovated  
957911814047759436,Luxury apartment, Panoramic city views, Near public transportation
958321975029683630,Central location, Fully equipped kitchen, Good natural lighting  
958388067939990789,Ideal for couples, Central location, Good natural lighting  
952218601360428556,Quiet area, Safe neighborhood, Comfortable atmosphere  
952572380432569017,Near public transportation, Spacious living areas, Good natural lighting  
952609827495209798,Central location, Modern apartment, Near public transportation  
952657166843329445,Central location, Family-friendly, Spacious living areas  
958435403453342291,Spacious living areas, Quiet area, Private terrace  
958470789664275112,Quiet area, Simple atmosphere, Central location  
958683990660101023,Quiet area, Comfortable atmosphere, Central location  
958832142563473464,Central location, Family-friendly, Near public transportation
959110570765974265,Central location, Close to restaurants and cafes, Near public transportation
959199586226385280,Central location, Near public transportation, Close to major landmarks
959503207981344282,Central location, Near major landmarks, With rooftop terrace or balcony
959515955053411135,Quiet area, Central location, Historic neighborhood
959529192402066363,Luxury apartment, Central location, Historic neighborhood
952675026286502401,Modern apartment, Includes high-speed WiFi, Cozy atmosphere
952700028715241131,Quiet area, Central location, Close to restaurants and cafes
952739333759618899,Quiet area, Ideal for couples, Includes high-speed WiFi
952747828491284601,Family-friendly, Near major landmarks, Scenic walking routes nearby
952758811475652630,Stylish and modern decor, Includes high-speed WiFi, Ideal for couples
959536908838792665,Quiet area, Central location, Near cultural attractions  
959896625730818146,Historic neighborhood, Cozy atmosphere, Near major landmarks  
959957526351572089,Modern apartment, Family-friendly, Fully equipped kitchen  
960068044846306136,Family-friendly, Near public transportation, Good natural lighting  
960073953364891826,Close to the sea, Suitable for solo travelers, Ideal for couples  
960506775950092870,Family-friendly, Modern apartment, Quiet area  
960537442792550817,Near parks or green spaces, Family-friendly, Close to major landmarks  
960570973338715919,Modern apartment, Family-friendly, Good natural lighting  
960571489617866776,Spacious living areas, Family-friendly, Quiet area  
960613570318322468,Close to major landmarks, Ideal for couples, Great for food lovers
952805136350706783,Fully equipped kitchen, Quiet area, Cozy atmosphere  
952898205209311572,Central location, Pet-friendly, Close to restaurants and cafes  
952915756685334640,Central location, Rooftop terrace or balcony, Modern apartment  
952946352436664327,Quiet area, Cozy atmosphere, Ideal for couples  
960637864504850791,Panoramic city views, Quiet area, Close to parks or green spaces  
960682804079573056,none,,
960690531285452693,Unique architectural design, Quiet area, Includes high-speed WiFi  
960697585787665670,Central location, Fully equipped kitchen, Ideal for couples  
960711684981563937,Compact and efficient studio, Quiet area, Ideal for couples  
960723694307693863,Central location, Family-friendly, Near major landmarks  
960741517135824803,Central location, Near cultural attractions, Boutique apartment
