id,openai_classification
1121092485622527479,Modern apartment; Central location; Good natural lighting
1121103485123802413,Central location; Near public transportation; Family-friendly  
1121107095783021710,Central location; Close to restaurants and cafes; Family-friendly  
1121147907943041837,Central location; Near cultural attractions; Stylish and modern decor  
1121251851362566119,Central location; Family-friendly; Fully equipped kitchen  
1121257188627991688,Central location; Family-friendly; Fully equipped kitchen  
1121261452492584854,Central location; Family-friendly; Fully equipped kitchen  
1121265317686921329,Central location; Family-friendly; Fully equipped kitchen  
1121266423084146250,Central location; Family-friendly; Fully equipped kitchen  
1121267680993290479,Central location; Family-friendly; Fully equipped kitchen  
1121451403164141980,Quiet area; Modern apartment; Good natural lighting
1121477505140711008,Modern apartment; Family-friendly; Quiet area  
1121559554235335872,Central location; Near public transportation; Fully equipped kitchen  
1121560523935839013,Central location; Quiet area; Family-friendly  
1121566586031676217,Central location; Close to cultural attractions; Walkable neighborhood  
1121608147720206650,Central location; Charming old-town vibe; Spacious living areas  
1121623331368220734,Central location; Quiet area; Ideal for couples  
1121629250038282051,Central location; Near public transportation; Includes cleaning service  
1121629669372884796,Central location; Near a river or waterfront; Quiet area  
1121633194274986070,Historic neighborhood; Central location; Spacious living areas  
1121668808739934202,Historic neighborhood; Central location; Spacious living areas
1121688120796422408,Modern apartment; Near public transportation; Panoramic city views  
1121697816846813258,Unique architectural design; Family-friendly; Historic neighborhood  
1121770474749500276,Quiet area; Cozy atmosphere; Peaceful courtyard access  
1121834286263721373,Central location; Close to nightlife; Stylish and modern decor  
1121860097885425160,Quiet area; Scenic walking routes nearby; Spacious living areas  
1121936456725818691,Cozy atmosphere; Good natural lighting; Close to restaurants and cafes  
1122214548015865672,Central location; Near public transportation; Close to shopping areas  
1122262971711518616,Quiet area; Peaceful courtyard access; Cozy atmosphere  
1122263645845070002,Central location; Walkable neighborhood; Good natural lighting  
1122314238273270143,Luxury apartment; Includes high-speed WiFi; With private parking
1122379033501089727,Central location; Near public transportation; Quiet area  
1122437668275762369,Stylish and modern decor; Cozy atmosphere; Quiet area  
1122457117053954337,Quiet area; Central location; Peaceful ambiance  
1122586220898684683,Quiet area; Central location; Peaceful ambiance  
1122590970077678129,Central location; Luxury apartment; Family-friendly  
1122596615245943347,Quiet area; Central location; Peaceful ambiance  
1122912155824698795,Modern apartment; Central location; Stylish and modern decor  
1122936664912666197,Luxury apartment; Family-friendly; Spa facilities  
1122973771113282646,Central location; Near public transportation; Family-friendly  
1123070796287672543,Central location; Flexible check-in; Family-friendly
1123076663805563759,Central location; Flexible check-in; Safe neighborhood  
1123076724782610676,Central location; Flexible check-in; Safe neighborhood  
1123083877066027404,Quiet area; Near a river or waterfront; Ideal for couples  
1123084463408749184,Central location; Flexible check-in; Safe neighborhood  
1123154782869582034,Central location; Near public transportation; Ideal for couples  
1123156443891744223,Central location; Near public transportation; Ideal for couples  
1123159891723938580,Central location; Near public transportation; Ideal for couples  
1123162114324916660,Central location; Near public transportation; Family-friendly  
1123163385775133878,Central location; Near public transportation; Ideal for couples  
1123164757265909941,Central location; Near public transportation; Ideal for couples
1123171593401802388,Central location; Quiet area; Close to restaurants and cafes  
1123336527967653536,Central location; Fully equipped kitchen; Ideal for couples  
1123367754317255569,Historic neighborhood; Comfortable atmosphere; Suitable for solo travelers  
1123650066973761714,Quiet area; Close to public transportation; Modern apartment  
1124270655596031761,Family-friendly; Quiet area; Cozy atmosphere  
1124450207264672599,Central location; Nearby parks or green spaces; Family-friendly  
1124808942737416729,Central location; Spacious living areas; Cozy atmosphere  
1125113254428725429,Central location; Ideal for couples; Suitable for solo travelers  
1125149528955919265,Central location; Cozy atmosphere; Good natural lighting  
1125269989393428215,Near public transportation; With private parking; Close to restaurants and cafes
1125285419084594271,
1125325403590969074,Quiet area; Central location; Cozy atmosphere  
1125430328237139605,Family-friendly; Central location; Quiet area  
1125474559899292569,Historic neighborhood; Compact and efficient studio; Unique architectural design  
1125491767306287239,Luxury apartment; Family-friendly; Near parks or green spaces  
1125523254136923211,Central location; Easy access; Close to nightlife  
1125589547574403841,Panoramic city views; Central location; Luxury apartment  
1125977378311238523,Ideal for couples; Artistic atmosphere; Cozy atmosphere  
1126023113262714145,Fully equipped kitchen; Quiet area; Close to theaters and cinemas  
1126238336646327192,Quiet area; Central location; Cozy atmosphere  
1126276991522565702,Family-friendly; Central location; Quiet area
1126457083325024495,Central location; Panoramic city views; Fully equipped kitchen  
1126607505175106692,Cozy atmosphere; Central location; Ideal for couples  
1127275755273403838,Quiet area; Close to local markets; Charming old-town vibe  
1127324115044321774,Walkable neighborhood; Near major landmarks; Close to public squares  
1127436647939549203,Central location; Close to restaurants and cafes; Near public transportation  
1127465946669135890,Central location; Close to restaurants and cafes; Near public transportation  
1127484023753548964,Central location; Close to restaurants and cafes; Near public transportation  
1127570326946959067,Central location; Near public transportation; Good natural lighting  
1127675581794332634,Central location; Close to restaurants and cafes; Near public transportation  
1127761847861201154,Family-friendly; Spacious living areas; Close to local markets
1128002587129903971,Central location; Close to restaurants and cafes; Near museums and galleries  
1128064630718584944,Central location; Near public transportation; Near cultural attractions  
1128095053751072242,Central location; Near major landmarks; Ideal for couples  
1128203453930646666,Near public transportation; Close to shopping areas; Family-friendly  
1128234799372875105,Ideal for couples; Near public transportation; Central location  
1128292907089919840,Panoramic city views; Near public transportation; Fully equipped kitchen  
1128368403437911269,Central location; Close to shopping areas; Family-friendly  
1128396905319878329,Central location; Near public transportation; Modern apartment  
